id,keyword,answer,sentence,options
845,干,（1）阑干，纵横或横斜的样子,梦啼妆泪红阑干（《琵琶行并序》）,（1）阑干，纵横或横斜的样子；（2）操劳；（3）关，关涉；（4）做
846,干,（2）操劳,念窦娥从前已往干家缘（《窦娥冤》）,（1）阑干，纵横或横斜的样子；（2）操劳；（3）关，关涉；（4）做
847,干,（3）关，关涉,这人莫不与林教头身上有些干碍（《林教头风雪山神庙》）,（1）阑干，纵横或横斜的样子；（2）操劳；（3）关，关涉；（4）做
848,干,（3）关，关涉,不干小人事（《林教头风雪山神庙》）,（1）阑干，纵横或横斜的样子；（2）操劳；（3）关，关涉；（4）做
849,干,（3）关，关涉,怎不干你事（《林教头风雪山神庙》）,（1）阑干，纵横或横斜的样子；（2）操劳；（3）关，关涉；（4）做
850,干,（4）做,太尉特使俺两个央浼二位干这件事（《林教头风雪山神庙》）,（1）阑干，纵横或横斜的样子；（2）操劳；（3）关，关涉；（4）做
851,干,（4）做,也道我们也能会干事（《林教头风雪山神庙》）,（1）阑干，纵横或横斜的样子；（2）操劳；（3）关，关涉；（4）做
852,更,（1）复，再,莫辞更坐弹一曲，为君翻作（《琵琶行》（《琵琶行并序》,（1）复，再；（2）又，另；（3）改变、更换；（4）更加；（5）古代夜间的计时单位。一夜分为五更，每更约两小时。；（6）交替，轮换。（更相为相互）
853,更,（1）复，再,洗盏更酌（《赤壁赋》）,（1）复，再；（2）又，另；（3）改变、更换；（4）更加；（5）古代夜间的计时单位。一夜分为五更，每更约两小时。；（6）交替，轮换。（更相为相互）
854,更,（2）又，另,梧桐更兼细雨（《声声慢（寻寻觅觅）》）,（1）复，再；（2）又，另；（3）改变、更换；（4）更加；（5）古代夜间的计时单位。一夜分为五更，每更约两小时。；（6）交替，轮换。（更相为相互）
855,更,（2）又，另,为善的受贫穷更命短（《窦娥冤》）,（1）复，再；（2）又，另；（3）改变、更换；（4）更加；（5）古代夜间的计时单位。一夜分为五更，每更约两小时。；（6）交替，轮换。（更相为相互）
856,更,（3）改变、更换,良庖岁更刀（《庖丁解牛》）,（1）复，再；（2）又，另；（3）改变、更换；（4）更加；（5）古代夜间的计时单位。一夜分为五更，每更约两小时。；（6）交替，轮换。（更相为相互）
857,更,（4）更加,更恐不胜悲（《与妻书》）,（1）复，再；（2）又，另；（3）改变、更换；（4）更加；（5）古代夜间的计时单位。一夜分为五更，每更约两小时。；（6）交替，轮换。（更相为相互）
858,更,（4）更加,更无休止（《促织》）,（1）复，再；（2）又，另；（3）改变、更换；（4）更加；（5）古代夜间的计时单位。一夜分为五更，每更约两小时。；（6）交替，轮换。（更相为相互）
859,更,（4）更加,更无一点风色（《念奴娇》）,（1）复，再；（2）又，另；（3）改变、更换；（4）更加；（5）古代夜间的计时单位。一夜分为五更，每更约两小时。；（6）交替，轮换。（更相为相互）
860,更,（5）古代夜间的计时单位。一夜分为五更，每更约两小时。,夜夜达五更（《孔雀东南飞并序》）,（1）复，再；（2）又，另；（3）改变、更换；（4）更加；（5）古代夜间的计时单位。一夜分为五更，每更约两小时。；（6）交替，轮换。（更相为相互）
861,更,（6）交替，轮换。（更相为相互）,母、孙二人，更相为命（《陈情表》）,（1）复，再；（2）又，另；（3）改变、更换；（4）更加；（5）古代夜间的计时单位。一夜分为五更，每更约两小时。；（6）交替，轮换。（更相为相互）
862,苟,(1)连词。假如，如果。只要。,苟非吾之所有（《赤壁赋》）,(1)连词。假如，如果。只要。；(2)苟且，随便
863,苟,(1)连词。假如，如果。只要。,苟无恒心（《齐桓晋文之事》）,(1)连词。假如，如果。只要。；(2)苟且，随便
864,苟,(1)连词。假如，如果。只要。,苟以天下之大（《六国论》）,(1)连词。假如，如果。只要。；(2)苟且，随便
865,苟,(1)连词。假如，如果。只要。,苟能充之，足以保四海；苟不充之，不足以事父母（《人皆有不忍人之心》）,(1)连词。假如，如果。只要。；(2)苟且，随便
866,苟,(1)连词。假如，如果。只要。,苟余情其信芳（《离骚（节选）》（只要）,(1)连词。假如，如果。只要。；(2)苟且，随便
867,苟,(1)连词。假如，如果。只要。,苟有能反是者（《种树郭橐驼传》）,(1)连词。假如，如果。只要。；(2)苟且，随便
868,苟,(2)苟且，随便,终苟免而不怀仁（《谏太宗十思疏》）,(1)连词。假如，如果。只要。；(2)苟且，随便
869,苟,(2)苟且，随便,人习于苟且非一日（《答司马谏议书》）,(1)连词。假如，如果。只要。；(2)苟且，随便
870,苟,(2)苟且，随便,欲苟顺私情（《陈情表》）,(1)连词。假如，如果。只要。；(2)苟且，随便
871,鼓,（1）击鼓，引申为弹奏。,鼓瑟吹笙（《短歌行》）,（1）击鼓，引申为弹奏。；（2）鼓，一种打击乐器。；（3）更。指击鼓报时，更鼓。；（4）激荡，掀动。
872,鼓,（1）击鼓，引申为弹奏。,虎鼓瑟兮鸾回车（《梦游天姥吟留别》）,（1）击鼓，引申为弹奏。；（2）鼓，一种打击乐器。；（3）更。指击鼓报时，更鼓。；（4）激荡，掀动。
873,鼓,（1）击鼓，引申为弹奏。,鼓瑟希，铿尔，舍瑟而作（《子路、曾皙、冉有、公西华侍坐》）,（1）击鼓，引申为弹奏。；（2）鼓，一种打击乐器。；（3）更。指击鼓报时，更鼓。；（4）激荡，掀动。
874,鼓,（2）鼓，一种打击乐器。,一片神鸦社鼓（《永遇乐·京口北固亭怀古》）,（1）击鼓，引申为弹奏。；（2）鼓，一种打击乐器。；（3）更。指击鼓报时，更鼓。；（4）激荡，掀动。
875,鼓,（2）鼓，一种打击乐器。,鼓三通、锣三下科（《窦娥冤（节选）》）,（1）击鼓，引申为弹奏。；（2）鼓，一种打击乐器。；（3）更。指击鼓报时，更鼓。；（4）激荡，掀动。
876,鼓,（2）鼓，一种打击乐器。,钟鼓馔玉不足贵（《将进酒》）,（1）击鼓，引申为弹奏。；（2）鼓，一种打击乐器。；（3）更。指击鼓报时，更鼓。；（4）激荡，掀动。
877,鼓,（2）鼓，一种打击乐器。,𪭢金伐鼓下榆关，旌旆逶迤碣石间（《燕歌行并序》）,（1）击鼓，引申为弹奏。；（2）鼓，一种打击乐器。；（3）更。指击鼓报时，更鼓。；（4）激荡，掀动。
878,鼓,（3）更。指击鼓报时，更鼓。,戊申晦，五鼓（《登泰山记》）,（1）击鼓，引申为弹奏。；（2）鼓，一种打击乐器。；（3）更。指击鼓报时，更鼓。；（4）激荡，掀动。
879,鼓,（3）更。指击鼓报时，更鼓。,辛未三月廿六夜四鼓，意洞手书（《与妻书》）,（1）击鼓，引申为弹奏。；（2）鼓，一种打击乐器。；（3）更。指击鼓报时，更鼓。；（4）激荡，掀动。
880,鼓,（4）激荡，掀动。,微风鼓浪，水石相搏（《石钟山记》）,（1）击鼓，引申为弹奏。；（2）鼓，一种打击乐器。；（3）更。指击鼓报时，更鼓。；（4）激荡，掀动。
881,固,（1）本来,其闻道也固先乎吾（《师说》）,（1）本来；（2）本来的；（3）一定；（4）稳固，安定，引申为使之固，巩固；（5）顽固；（6）地势险要，牢固；（7）乃；（8）确实
882,固,（1）本来,固一世之雄也（《赤壁赋》）,（1）本来；（2）本来的；（3）一定；（4）稳固，安定，引申为使之固，巩固；（5）顽固；（6）地势险要，牢固；（7）乃；（8）确实
883,固,（1）本来,臣固知王之不忍也（《齐桓晋文之事》）,（1）本来；（2）本来的；（3）一定；（4）稳固，安定，引申为使之固，巩固；（5）顽固；（6）地势险要，牢固；（7）乃；（8）确实
884,固,（1）本来,小固不可以敌大，寡固不可以敌众，弱固不可以敌强（《齐桓晋文之事》）,（1）本来；（2）本来的；（3）一定；（4）稳固，安定，引申为使之固，巩固；（5）顽固；（6）地势险要，牢固；（7）乃；（8）确实
885,固,（1）本来,余固笑而不信也（《石钟山记》）,（1）本来；（2）本来的；（3）一定；（4）稳固，安定，引申为使之固，巩固；（5）顽固；（6）地势险要，牢固；（7）乃；（8）确实
886,固,（2）本来的,因其固然（《庖丁解牛》）,（1）本来；（2）本来的；（3）一定；（4）稳固，安定，引申为使之固，巩固；（5）顽固；（6）地势险要，牢固；（7）乃；（8）确实
887,固,（3）一定,少年固强之（《促织》）,（1）本来；（2）本来的；（3）一定；（4）稳固，安定，引申为使之固，巩固；（5）顽固；（6）地势险要，牢固；（7）乃；（8）确实
888,固,（4）稳固，安定，引申为使之固，巩固,必固其根本（《谏太宗十思疏》）,（1）本来；（2）本来的；（3）一定；（4）稳固，安定，引申为使之固，巩固；（5）顽固；（6）地势险要，牢固；（7）乃；（8）确实
889,固,（4）稳固，安定，引申为使之固，巩固,根不固而求木之长（《谏太宗十思疏》）,（1）本来；（2）本来的；（3）一定；（4）稳固，安定，引申为使之固，巩固；（5）顽固；（6）地势险要，牢固；（7）乃；（8）确实
890,固,（4）稳固，安定，引申为使之固，巩固,君臣固守以窥周室（《过秦论》）,（1）本来；（2）本来的；（3）一定；（4）稳固，安定，引申为使之固，巩固；（5）顽固；（6）地势险要，牢固；（7）乃；（8）确实
891,固,（5）顽固,独夫之心，日益骄固（《阿房宫赋》）,（1）本来；（2）本来的；（3）一定；（4）稳固，安定，引申为使之固，巩固；（5）顽固；（6）地势险要，牢固；（7）乃；（8）确实
892,固,（6）地势险要，牢固,秦孝公据崤函之固（《过秦论》）,（1）本来；（2）本来的；（3）一定；（4）稳固，安定，引申为使之固，巩固；（5）顽固；（6）地势险要，牢固；（7）乃；（8）确实
893,固,（6）地势险要，牢固,临不测之渊，以为固（《过秦论》）,（1）本来；（2）本来的；（3）一定；（4）稳固，安定，引申为使之固，巩固；（5）顽固；（6）地势险要，牢固；（7）乃；（8）确实
894,固,（7）乃,固知一死生为虚诞，齐彭殇为妄作（《兰亭集序》）,（1）本来；（2）本来的；（3）一定；（4）稳固，安定，引申为使之固，巩固；（5）顽固；（6）地势险要，牢固；（7）乃；（8）确实
895,固,（8）确实,名我固当（《种树郭橐驼传》）,（1）本来；（2）本来的；（3）一定；（4）稳固，安定，引申为使之固，巩固；（5）顽固；（6）地势险要，牢固；（7）乃；（8）确实
896,故,（1）缘故，原因,但为君故，沉吟至今（《短歌行》）,（1）缘故，原因；（2）旧。与“新”相对。引申为从前，原来的/故旧，老友；（3）连词。所以，因此；（4）固，本来；（5）死亡；（6）仍然，依旧；（7）故意
897,故,（1）缘故，原因,这番张教头没得推故了（《林教头风雪山神庙》）,（1）缘故，原因；（2）旧。与“新”相对。引申为从前，原来的/故旧，老友；（3）连词。所以，因此；（4）固，本来；（5）死亡；（6）仍然，依旧；（7）故意
898,故,（2）旧。与“新”相对。引申为从前，原来的/故旧，老友,羁鸟恋旧林，池鱼思故渊（《归园田居（其一）》,（1）缘故，原因；（2）旧。与“新”相对。引申为从前，原来的/故旧，老友；（3）连词。所以，因此；（4）固，本来；（5）死亡；（6）仍然，依旧；（7）故意
899,故,（2）旧。与“新”相对。引申为从前，原来的/故旧，老友,暮去朝来颜色故（《琵琶行并序》）（旧，老）,（1）缘故，原因；（2）旧。与“新”相对。引申为从前，原来的/故旧，老友；（3）连词。所以，因此；（4）固，本来；（5）死亡；（6）仍然，依旧；（7）故意
900,故,（2）旧。与“新”相对。引申为从前，原来的/故旧，老友,故垒西边（《念奴娇·赤壁怀古》）,（1）缘故，原因；（2）旧。与“新”相对。引申为从前，原来的/故旧，老友；（3）连词。所以，因此；（4）固，本来；（5）死亡；（6）仍然，依旧；（7）故意
901,故,（2）旧。与“新”相对。引申为从前，原来的/故旧，老友,故国不堪回首月明中（《虞美人·春花秋月何时了》）,（1）缘故，原因；（2）旧。与“新”相对。引申为从前，原来的/故旧，老友；（3）连词。所以，因此；（4）固，本来；（5）死亡；（6）仍然，依旧；（7）故意
902,故,（2）旧。与“新”相对。引申为从前，原来的/故旧，老友,君安与项伯有故（《鸿门宴》）（旧，交情）,（1）缘故，原因；（2）旧。与“新”相对。引申为从前，原来的/故旧，老友；（3）连词。所以，因此；（4）固，本来；（5）死亡；（6）仍然，依旧；（7）故意
903,故,（2）旧。与“新”相对。引申为从前，原来的/故旧，老友,亲故多劝余为长吏（《归去来兮辞并序》）（故旧，老友）,（1）缘故，原因；（2）旧。与“新”相对。引申为从前，原来的/故旧，老友；（3）连词。所以，因此；（4）固，本来；（5）死亡；（6）仍然，依旧；（7）故意
904,故,（3）连词。所以，因此,故木受绳则直（《劝学》）,（1）缘故，原因；（2）旧。与“新”相对。引申为从前，原来的/故旧，老友；（3）连词。所以，因此；（4）固，本来；（5）死亡；（6）仍然，依旧；（7）故意
905,故,（3）连词。所以，因此,故不积跬步，无以至千里（《劝学》）,（1）缘故，原因；（2）旧。与“新”相对。引申为从前，原来的/故旧，老友；（3）连词。所以，因此；（4）固，本来；（5）死亡；（6）仍然，依旧；（7）故意
906,故,（3）连词。所以，因此,是故无贵无贱（《师说》）,（1）缘故，原因；（2）旧。与“新”相对。引申为从前，原来的/故旧，老友；（3）连词。所以，因此；（4）固，本来；（5）死亡；（6）仍然，依旧；（7）故意
907,故,（3）连词。所以，因此,故能就其深（《谏逐客书》）,（1）缘故，原因；（2）旧。与“新”相对。引申为从前，原来的/故旧，老友；（3）连词。所以，因此；（4）固，本来；（5）死亡；（6）仍然，依旧；（7）故意
908,故,（4）固，本来,此物故非西产（《促织》）,（1）缘故，原因；（2）旧。与“新”相对。引申为从前，原来的/故旧，老友；（3）连词。所以，因此；（4）固，本来；（5）死亡；（6）仍然，依旧；（7）故意
909,故,（5）死亡,前以降及物故（《苏武传》）,（1）缘故，原因；（2）旧。与“新”相对。引申为从前，原来的/故旧，老友；（3）连词。所以，因此；（4）固，本来；（5）死亡；（6）仍然，依旧；（7）故意
910,故,（6）仍然，依旧,大人故嫌迟（《孔雀东南飞并序》）,（1）缘故，原因；（2）旧。与“新”相对。引申为从前，原来的/故旧，老友；（3）连词。所以，因此；（4）固，本来；（5）死亡；（6）仍然，依旧；（7）故意
911,故,（7）故意,故作不良计（《孔雀东南飞并序》）,（1）缘故，原因；（2）旧。与“新”相对。引申为从前，原来的/故旧，老友；（3）连词。所以，因此；（4）固，本来；（5）死亡；（6）仍然，依旧；（7）故意
912,顾,（1）回头，回头看，引申为视，看,赢得仓皇北顾（《永遇乐·京口北固亭怀古》）,（1）回头，回头看，引申为视，看；（2）顾念，考虑，引申为关心，照顾/顾忌；（3）但；（4）看望，拜访
913,顾,（1）回头，回头看，引申为视，看,迁延顾步（《采莲赋》）,（1）回头，回头看，引申为视，看；（2）顾念，考虑，引申为关心，照顾/顾忌；（3）但；（4）看望，拜访
914,顾,（1）回头，回头看，引申为视，看,已去而复顾（《种树郭橐驼传》）,（1）回头，回头看，引申为视，看；（2）顾念，考虑，引申为关心，照顾/顾忌；（3）但；（4）看望，拜访
915,顾,（1）回头，回头看，引申为视，看,顾视无可置者（《项脊轩志》）,（1）回头，回头看，引申为视，看；（2）顾念，考虑，引申为关心，照顾/顾忌；（3）但；（4）看望，拜访
916,顾,（2）顾念，考虑，引申为关心，照顾/顾忌,大行不顾细谨，大礼不辞小让（《鸿门宴》）,（1）回头，回头看，引申为视，看；（2）顾念，考虑，引申为关心，照顾/顾忌；（3）但；（4）看望，拜访
917,顾,（2）顾念，考虑，引申为关心，照顾/顾忌,多得林冲看顾（《林教头风雪山神庙》）,（1）回头，回头看，引申为视，看；（2）顾念，考虑，引申为关心，照顾/顾忌；（3）但；（4）看望，拜访
918,顾,（2）顾念，考虑，引申为关心，照顾/顾忌,死节从来岂顾勋（《燕歌行并序》）,（1）回头，回头看，引申为视，看；（2）顾念，考虑，引申为关心，照顾/顾忌；（3）但；（4）看望，拜访
919,顾,（2）顾念，考虑，引申为关心，照顾/顾忌,眷顾楚国（《屈原列传》）,（1）回头，回头看，引申为视，看；（2）顾念，考虑，引申为关心，照顾/顾忌；（3）但；（4）看望，拜访
920,顾,（3）但,顾念蓄劣物终无所用（《促织》）,（1）回头，回头看，引申为视，看；（2）顾念，考虑，引申为关心，照顾/顾忌；（3）但；（4）看望，拜访
921,顾,（4）看望，拜访,三顾频烦天下计（《蜀相》）,（1）回头，回头看，引申为视，看；（2）顾念，考虑，引申为关心，照顾/顾忌；（3）但；（4）看望，拜访
922,寡,（1）诸侯王的谦称,若寡人者（《齐桓晋文之事》）,（1）诸侯王的谦称；（2）妇人丧夫，寡妇；（3）少
923,寡,（1）诸侯王的谦称,是寡人之过也（《烛之武退秦师》）,（1）诸侯王的谦称；（2）妇人丧夫，寡妇；（3）少
924,寡,（2）妇人丧夫，寡妇,刑于寡妻（《齐桓晋文之事》）,（1）诸侯王的谦称；（2）妇人丧夫，寡妇；（3）少
925,寡,（2）妇人丧夫，寡妇,寡妇起彷徨（《孔雀东南飞并序》）,（1）诸侯王的谦称；（2）妇人丧夫，寡妇；（3）少
926,寡,（3）少,寡固不可以敌众（《齐桓晋文之事》）,（1）诸侯王的谦称；（2）妇人丧夫，寡妇；（3）少
927,寡,（3）少,能克终者盖寡（《谏太宗十思疏》）,（1）诸侯王的谦称；（2）妇人丧夫，寡妇；（3）少
928,寡,（3）少,而某不量敌之众寡（《答司马谏议书》）,（1）诸侯王的谦称；（2）妇人丧夫，寡妇；（3）少
929,观,（1）细看，观察，引申为看，观看/观赏,盖将自其变者而观之（《赤壁赋》）,（1）细看，观察，引申为看，观看/观赏
930,观,（1）细看，观察，引申为看，观看/观赏,由此观之（《谏逐客书》）,（1）细看，观察，引申为看，观看/观赏
931,观,（1）细看，观察，引申为看，观看/观赏,适观而已矣（《谏逐客书》）,（1）细看，观察，引申为看，观看/观赏
932,观,（1）细看，观察，引申为看，观看/观赏,第以今日事势观之（《与妻书》）,（1）细看，观察，引申为看，观看/观赏
933,观,（1）细看，观察，引申为看，观看/观赏,凡长安豪富人为观游及卖果者（《种树郭橐驼传》）,（1）细看，观察，引申为看，观看/观赏
934,观,（1）细看，观察，引申为看，观看/观赏,摇其本以观其疏密（《种树郭橐驼传》）,（1）细看，观察，引申为看，观看/观赏
935,观,（1）细看，观察，引申为看，观看/观赏,时矫首而遐观（《归去来兮辞并序》）,（1）细看，观察，引申为看，观看/观赏
936,观,（1）细看，观察，引申为看，观看/观赏,仰观宇宙之大（《兰亭集序》）,（1）细看，观察，引申为看，观看/观赏
937,观,（1）细看，观察，引申为看，观看/观赏,将往观乎四荒（《离骚（节选）》,（1）细看，观察，引申为看，观看/观赏
938,观,（1）细看，观察，引申为看，观看/观赏,观祸败（《苏武传》）,（1）细看，观察，引申为看，观看/观赏
939,国,（1）周代的诸侯国以及汉以后侯王的封地。,千乘之国（《子路、曾皙、冉有、公西华侍坐》）,（1）周代的诸侯国以及汉以后侯王的封地。；（2）国家；（3）地域，乡土；（4）国都，京城
940,国,（1）周代的诸侯国以及汉以后侯王的封地。,齐国虽褊小（《齐桓晋文之事》）,（1）周代的诸侯国以及汉以后侯王的封地。；（2）国家；（3）地域，乡土；（4）国都，京城
941,国,（1）周代的诸侯国以及汉以后侯王的封地。,越国以鄙远（《烛之武退秦师》）,（1）周代的诸侯国以及汉以后侯王的封地。；（2）国家；（3）地域，乡土；（4）国都，京城
942,国,（1）周代的诸侯国以及汉以后侯王的封地。,先治其国（《大学之道》）,（1）周代的诸侯国以及汉以后侯王的封地。；（2）国家；（3）地域，乡土；（4）国都，京城
943,国,（2）国家,三国周郎赤壁（《念奴娇·赤壁怀古》）,（1）周代的诸侯国以及汉以后侯王的封地。；（2）国家；（3）地域，乡土；（4）国都，京城
944,国,（2）国家,故国不堪回首月明中（《虞美人·春花秋月何时了》）,（1）周代的诸侯国以及汉以后侯王的封地。；（2）国家；（3）地域，乡土；（4）国都，京城
945,国,（2）国家,吾辈处今日之中国（《与妻书》）,（1）周代的诸侯国以及汉以后侯王的封地。；（2）国家；（3）地域，乡土；（4）国都，京城
946,国,（3）地域，乡土,故国神游（《念奴娇·赤壁怀古》）（故国指赤壁古战场）,（1）周代的诸侯国以及汉以后侯王的封地。；（2）国家；（3）地域，乡土；（4）国都，京城
947,国,（4）国都，京城,莅中国而抚四夷也（《齐桓晋文之事》）,（1）周代的诸侯国以及汉以后侯王的封地。；（2）国家；（3）地域，乡土；（4）国都，京城
948,国,（4）国都，京城,正故国晚秋（《桂枝香·金陵怀古》）,（1）周代的诸侯国以及汉以后侯王的封地。；（2）国家；（3）地域，乡土；（4）国都，京城
949,过,（1）经过,有牵牛而过堂下者（《齐桓晋文之事》）,（1）经过；（2）过错，犯错误，错误地；（3）超过，胜过；过分；（4）罪，加罪；（5）过去；（6）拜访，探望
950,过,（1）经过,过前后厅（《与妻书》）,（1）经过；（2）过错，犯错误，错误地；（3）超过，胜过；过分；（4）罪，加罪；（5）过去；（6）拜访，探望
951,过,（2）过错，犯错误，错误地,则知明而行无过矣（《劝学》）,（1）经过；（2）过错，犯错误，错误地；（3）超过，胜过；过分；（4）罪，加罪；（5）过去；（6）拜访，探望
952,过,（2）过错，犯错误，错误地,是寡人之过也（《烛之武退秦师》）,（1）经过；（2）过错，犯错误，错误地；（3）超过，胜过；过分；（4）罪，加罪；（5）过去；（6）拜访，探望
953,过,（3）超过，胜过；过分,古之人所以大过人者（《齐桓晋文之事》）,（1）经过；（2）过错，犯错误，错误地；（3）超过，胜过；过分；（4）罪，加罪；（5）过去；（6）拜访，探望
954,过,（3）超过，胜过；过分,不过二十里耳（《鸿门宴》）,（1）经过；（2）过错，犯错误，错误地；（3）超过，胜过；过分；（4）罪，加罪；（5）过去；（6）拜访，探望
955,过,（3）超过，胜过；过分,过蒙拔擢（《陈情表》）,（1）经过；（2）过错，犯错误，错误地；（3）超过，胜过；过分；（4）罪，加罪；（5）过去；（6）拜访，探望
956,过,（4）罪，加罪,闻大王有意督过之（《鸿门宴》）,（1）经过；（2）过错，犯错误，错误地；（3）超过，胜过；过分；（4）罪，加罪；（5）过去；（6）拜访，探望
957,过,（5）过去,未必不过此已忘（《促织》）,（1）经过；（2）过错，犯错误，错误地；（3）超过，胜过；过分；（4）罪，加罪；（5）过去；（6）拜访，探望
958,过,（6）拜访，探望,大母过余曰（《项脊轩志》）,（1）经过；（2）过错，犯错误，错误地；（3）超过，胜过；过分；（4）罪，加罪；（5）过去；（6）拜访，探望
959,归,（1）返回；使归，送回,闭廪归来真了事（《文氏外孙入村收麦》）,（1）返回；使归，送回；（2）归向，归附；（3）同“馈”，赠送；（4）归趋，归宿；（5）出嫁，嫁；使出嫁，娶
960,归,（1）返回；使归，送回,不知乘月几人归，落月摇情满江树（《春江花月夜》）,（1）返回；使归，送回；（2）归向，归附；（3）同“馈”，赠送；（4）归趋，归宿；（5）出嫁，嫁；使出嫁，娶
961,归,（1）返回；使归，送回,竟死于秦而归葬（《屈原列传》）,（1）返回；使归，送回；（2）归向，归附；（3）同“馈”，赠送；（4）归趋，归宿；（5）出嫁，嫁；使出嫁，娶
962,归,（1）返回；使归，送回,吾妻归宁（《项脊轩志》）（归宁，出嫁的女子回娘家省亲）,（1）返回；使归，送回；（2）归向，归附；（3）同“馈”，赠送；（4）归趋，归宿；（5）出嫁，嫁；使出嫁，娶
963,归,（2）归向，归附,天下归心（《短歌行》）,（1）返回；使归，送回；（2）归向，归附；（3）同“馈”，赠送；（4）归趋，归宿；（5）出嫁，嫁；使出嫁，娶
964,归,（2）归向，归附,天下归仁焉（《论语·颜渊》）,（1）返回；使归，送回；（2）归向，归附；（3）同“馈”，赠送；（4）归趋，归宿；（5）出嫁，嫁；使出嫁，娶
965,归,（2）归向，归附,阴相与谋劫单于母阏氏归汉（《苏武传》）,（1）返回；使归，送回；（2）归向，归附；（3）同“馈”，赠送；（4）归趋，归宿；（5）出嫁，嫁；使出嫁，娶
966,归,（3）同“馈”，赠送,自牧归荑（《静女》）,（1）返回；使归，送回；（2）归向，归附；（3）同“馈”，赠送；（4）归趋，归宿；（5）出嫁，嫁；使出嫁，娶
967,归,（4）归趋，归宿,君臣相顾，不知所归（《五代史伶官传序》）,（1）返回；使归，送回；（2）归向，归附；（3）同“馈”，赠送；（4）归趋，归宿；（5）出嫁，嫁；使出嫁，娶
968,归,（5）出嫁，嫁；使出嫁，娶,吾妻来归（《项脊轩志》）,（1）返回；使归，送回；（2）归向，归附；（3）同“馈”，赠送；（4）归趋，归宿；（5）出嫁，嫁；使出嫁，娶
969,果,（1）果然,果不如先愿，又非君所详（《孔雀东南飞并序》）,（1）果然；（2）连词。表示假设，相当于“若”、“如果”、“假使”。；（3）事情的结局、结果，这里作动词，指结束。；（4）树木所结的果实。今泛称草本植物的果实。
970,果,（1）果然,虞常果引张胜（《苏武传》）,（1）果然；（2）连词。表示假设，相当于“若”、“如果”、“假使”。；（3）事情的结局、结果，这里作动词，指结束。；（4）树木所结的果实。今泛称草本植物的果实。
971,果,（1）果然,又试之鸡，果如成言（《促织》）,（1）果然；（2）连词。表示假设，相当于“若”、“如果”、“假使”。；（3）事情的结局、结果，这里作动词，指结束。；（4）树木所结的果实。今泛称草本植物的果实。
972,果,（2）连词。表示假设，相当于“若”、“如果”、“假使”。,若果有一腔怨气喷如火（《窦娥冤》）,（1）果然；（2）连词。表示假设，相当于“若”、“如果”、“假使”。；（3）事情的结局、结果，这里作动词，指结束。；（4）树木所结的果实。今泛称草本植物的果实。
973,果,（3）事情的结局、结果，这里作动词，指结束。,好歹要结果他性命（《林教头风雪山神庙》）,（1）果然；（2）连词。表示假设，相当于“若”、“如果”、“假使”。；（3）事情的结局、结果，这里作动词，指结束。；（4）树木所结的果实。今泛称草本植物的果实。
974,果,（4）树木所结的果实。今泛称草本植物的果实。,凡长安豪富人为观游及卖果者（《种树郭橐驼传》）,（1）果然；（2）连词。表示假设，相当于“若”、“如果”、“假使”。；（3）事情的结局、结果，这里作动词，指结束。；（4）树木所结的果实。今泛称草本植物的果实。
975,果,（4）树木所结的果实。今泛称草本植物的果实。,客到时，果品酒馔只顾将来（《林教头风雪山神庙》）,（1）果然；（2）连词。表示假设，相当于“若”、“如果”、“假使”。；（3）事情的结局、结果，这里作动词，指结束。；（4）树木所结的果实。今泛称草本植物的果实。
976,号,（1）称号，名号,幸蒙大恩，赐号称王，拥众数万（《苏武传》）,（1）称号，名号；（2）号召，命令；（3）动物引声长鸣；（4）哭；大声哭；（5）指给以称号或取号
977,号,（2）号召，命令,入则与王图议国事，以出号令（《屈原列传》）,（1）称号，名号；（2）号召，命令；（3）动物引声长鸣；（4）哭；大声哭；（5）指给以称号或取号
978,号,（3）动物引声长鸣,但见悲鸟号古木（《蜀道难》）,（1）称号，名号；（2）号召，命令；（3）动物引声长鸣；（4）哭；大声哭；（5）指给以称号或取号
979,号,（4）哭；大声哭,令人长号不自禁（《项脊轩志》）,（1）称号，名号；（2）号召，命令；（3）动物引声长鸣；（4）哭；大声哭；（5）指给以称号或取号
980,号,（5）指给以称号或取号,有类橐驼者，故乡人号之“驼”（《种树郭橐驼传》）,（1）称号，名号；（2）号召，命令；（3）动物引声长鸣；（4）哭；大声哭；（5）指给以称号或取号
981,好,（1）不论如何,好歹要结果他性命（《林教头风雪山神庙》）,（1）不论如何；（2）交好；友爱；（3）可以；便于；（4）善；（5）喜爱，爱好；（《国风》好色而不淫（《屈原列传》）；（6）优良，良好
982,好,（2）交好；友爱,窃以为与君实游处相好之日久（《答司马谏议书》）,（1）不论如何；（2）交好；友爱；（3）可以；便于；（4）善；（5）喜爱，爱好；（《国风》好色而不淫（《屈原列传》）；（6）优良，良好
983,好,（3）可以；便于,告哥哥，临危好与人行方便（《窦娥冤》）,（1）不论如何；（2）交好；友爱；（3）可以；便于；（4）善；（5）喜爱，爱好；（《国风》好色而不淫（《屈原列传》）；（6）优良，良好
984,好,（4）善,你不分好歹何为地（《窦娥冤》）,（1）不论如何；（2）交好；友爱；（3）可以；便于；（4）善；（5）喜爱，爱好；（《国风》好色而不淫（《屈原列传》）；（6）优良，良好
